#log cleared and ready for new test runs of the game that have been converted to use functions inside the main l
new run________________________________________________________________________________________________
4, 132
4, 196
68, 4
68, 68
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
4, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
4, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
132, 4
132, 68
132, 132
196, 4
196, 68
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
4, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
132, 4
132, 68
132, 132
196, 4
196, 68
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
132, 4
132, 68
132, 132
196, 4
196, 68
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
4, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
132, 4
132, 68
196, 4
196, 68
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
4, 260
new run________________________________________________________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
324, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
324, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
324, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
324, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
324, 260
324, 324
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
324, 260
324, 324
68, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
324, 260
324, 324
68, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
324, 260
324, 324
68, 196
260, 132
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
324, 260
324, 324
68, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
324, 260
324, 324
68, 196
260, 132
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
324, 260
68, 196
260, 132
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
324, 260
68, 196
260, 132
260, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
324, 260
68, 196
260, 132
260, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
324, 260
260, 132
260, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
324, 260
260, 132
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
260, 132
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
260, 132
260, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
260, 132
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
260, 132
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
260, 132
324, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
260, 132
324, 196
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
260, 132
324, 196
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
324, 196
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
260, 4
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
324, 196
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
324, 196
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
324, 196
260, 4
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
324, 196
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
324, 132
388, 4
388, 68
452, 4
452, 68
452, 132
324, 196
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
324, 132
388, 4
388, 68
452, 4
452, 68
452, 132
324, 196
260, 4
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
324, 132
388, 4
388, 68
452, 4
452, 68
452, 132
324, 196
260, 4
260, 68
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
324, 132
388, 4
452, 4
452, 68
452, 132
324, 196
260, 4
260, 68
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
324, 132
388, 4
452, 4
452, 68
452, 132
260, 4
260, 68
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
388, 4
452, 4
452, 68
452, 132
260, 4
260, 68
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
452, 4
452, 68
452, 132
260, 4
260, 68
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
324, 68
452, 4
452, 68
452, 132
260, 4
260, 68
388, 4
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
452, 4
452, 68
452, 132
260, 4
260, 68
388, 4
________________________________________________
4, 4
4, 68
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
324, 4
452, 4
452, 68
452, 132
260, 4
260, 68
388, 4
new run________________________________________________new run________________________________________________new run________________________________________________new run________________________________________________new run________________________________________________new run________________________________________________new run________________________________________________new run________________________________________________new run________________________________________________new run________________________________________________new run________________________________________________new run________________________________________________new run________________________________________________________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
452, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
452, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
452, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
452, 260
260, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
452, 260
260, 260
260, 324
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
452, 260
260, 260
260, 324
260, 388
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
452, 260
260, 260
260, 324
260, 388
68, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
260, 196
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
452, 260
260, 260
260, 324
260, 388
68, 196
260, 452
new run________________________________________________________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
324, 4
324, 68
324, 132
324, 196
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
324, 4
324, 68
324, 132
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
388, 196
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
132, 196
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
132, 132
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
196, 4
196, 68
196, 132
196, 196
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
132, 68
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
196, 4
196, 68
196, 132
260, 4
260, 68
260, 132
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
68, 196
132, 4
196, 4
196, 68
196, 132
260, 4
260, 68
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
196, 132
260, 4
260, 68
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
196, 132
260, 4
260, 68
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
452, 260
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
196, 132
260, 4
260, 68
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
452, 260
196, 196
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
196, 132
260, 4
260, 68
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
452, 260
196, 196
324, 132
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
196, 132
260, 4
260, 68
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
452, 260
196, 196
324, 132
452, 324
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
196, 132
260, 4
260, 68
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
452, 260
196, 196
324, 132
452, 324
132, 68
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
196, 132
260, 4
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
452, 260
196, 196
324, 132
452, 324
132, 68
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
196, 132
260, 4
324, 4
324, 68
388, 4
388, 68
388, 132
452, 4
452, 68
452, 132
452, 196
4, 260
452, 260
324, 132
452, 324
132, 68
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
196, 132
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
4, 260
452, 260
324, 132
452, 324
132, 68
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
4, 260
452, 260
324, 132
452, 324
132, 68
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
324, 132
452, 324
132, 68
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
68, 132
132, 4
196, 4
196, 68
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
324, 132
132, 68
________________________________________________
4, 4
4, 68
4, 132
4, 196
68, 4
68, 68
132, 4
196, 4
196, 68
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
324, 132
132, 68
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
132, 4
196, 4
196, 68
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
324, 132
132, 68
________________________________________________
4, 4
4, 68
4, 132
68, 4
68, 68
132, 4
196, 4
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
324, 132
132, 68
________________________________________________
4, 4
4, 68
4, 132
68, 4
132, 4
196, 4
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
324, 132
132, 68
________________________________________________
4, 4
4, 68
4, 132
68, 4
132, 4
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
324, 132
132, 68
________________________________________________
4, 4
4, 68
4, 132
68, 4
132, 4
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
132, 68
________________________________________________
4, 4
4, 68
4, 132
132, 4
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
132, 68
________________________________________________
4, 4
4, 68
4, 132
132, 4
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
________________________________________________
4, 4
4, 68
4, 132
132, 4
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
68, 4
________________________________________________
4, 4
4, 68
4, 132
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
68, 4
________________________________________________
4, 4
4, 68
4, 132
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
68, 4
196, 4
________________________________________________
4, 4
4, 68
4, 132
260, 4
324, 4
324, 68
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
68, 4
196, 4
132, 4
________________________________________________
4, 4
4, 68
4, 132
260, 4
324, 4
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
68, 4
196, 4
132, 4
________________________________________________
4, 4
4, 68
4, 132
260, 4
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
68, 4
196, 4
132, 4
________________________________________________
4, 4
4, 68
4, 132
260, 4
388, 4
388, 68
452, 4
452, 68
452, 132
452, 196
452, 260
196, 4
132, 4
________________________________________________
4, 4
4, 68
